ensgene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000147133.10,18.50070364,-0.054028084,0.232054484,-0.232824995,0.815897303,0.999968843
ENSG00000147140.10,69.18489876,-0.031967601,0.123429945,-0.258993888,0.795639957,0.999968843
ENSG00000147164.6,79.67460308,-0.014045846,0.116104674,-0.120975712,0.903710273,0.999968843
ENSG00000147180.12,39.18116458,0.072232789,0.162206089,0.445314903,0.6560922,0.999968843
ENSG00000147202.13,11.23842499,0.081129386,0.294156111,0.275803843,0.782698732,0.999968843
ENSG00000147224.6,76.49036539,0.001901647,0.130641187,0.014556257,0.988386198,0.999968843
ENSG00000147231.9,10.23316344,-0.066090708,0.340978915,-0.193826378,0.846311832,0.999968843
ENSG00000147246.5,10.23552567,-0.089721082,0.676817757,-0.132563133,0.894538891,0.999968843
ENSG00000147255.13,10.67204715,-0.300734402,0.467181659,-0.643720482,0.519756706,0.999968843
ENSG00000147274.10,46.82077912,-0.054340314,0.178949309,-0.303663167,0.761384522,0.999968843
ENSG00000147316.8,13.44905978,0.035608021,0.261013525,0.13642213,0.89148758,0.999968843
ENSG00000147324.6,31.41564906,0.084211899,0.22071169,0.38154707,0.702797351,0.999968843
ENSG00000147364.12,26.8286621,0.019326906,0.185549411,0.104160427,0.917042038,0.999968843
ENSG00000147382.14,35.02287197,0.005046514,0.178659864,0.02824649,0.977465559,0.999968843
ENSG00000147383.6,26.1810408,-0.0461481,0.187830447,-0.245690201,0.805922058,0.999968843
ENSG00000147400.8,53.31958039,-0.008261068,0.160353718,-0.051517786,0.95891293,0.999968843
ENSG00000147403.12,96.78203843,-0.217404471,0.28323695,-0.767571007,0.442742092,0.999968843
ENSG00000147408.10,71.43596494,0.078632601,0.259112024,0.303469519,0.761532073,0.999968843
ENSG00000147416.6,487.5962416,0.066437764,0.226218547,0.293688404,0.768996016,0.999968843
ENSG00000147419.12,67.21081833,0.033826166,0.132191644,0.255887321,0.798037846,0.999968843
ENSG00000147421.12,14.18238656,-0.101905011,0.270438736,-0.376813664,0.706312086,0.999968843
ENSG00000147454.9,11.78888445,0.030949316,0.295172438,0.104851646,0.916493528,0.999968843
ENSG00000147457.9,70.16402108,0.051519142,0.152112538,0.338690961,0.73484255,0.999968843
ENSG00000147459.13,43.66524143,-0.414345869,0.883476738,-0.468994656,0.639073456,0.999968843
ENSG00000147471.7,67.36857997,0.023883369,0.124698781,0.191528485,0.848111566,0.999968843
ENSG00000147475.10,38.52981633,-0.100368914,0.237749931,-0.422161694,0.672907,0.999968843
ENSG00000147481.9,14.40917403,0.118025769,0.39369006,0.299793621,0.764334581,0.999968843
ENSG00000147488.7,48.97770597,-0.389667261,1.00104687,-0.389259757,0.697084002,0.999968843
ENSG00000147509.9,14.62889243,-0.017504691,0.345027944,-0.050734124,0.959537385,0.999968843
ENSG00000147526.15,257.9639633,0.004232864,0.091014627,0.046507513,0.962905746,0.999968843
ENSG00000147533.12,105.2388448,-0.17268769,0.420812531,-0.41036727,0.681536552,0.999968843
ENSG00000147535.12,10.80004193,0.034928699,0.286929614,0.121732637,0.903110765,0.999968843
ENSG00000147548.11,50.11428862,0.033538647,0.144846695,0.231545821,0.816890792,0.999968843
ENSG00000147571.3,19.01093312,0.081360723,0.516401748,0.157553151,0.874808922,0.999968843
ENSG00000147576.11,12.15039757,-0.077701361,0.287458592,-0.270304535,0.786925977,0.999968843
ENSG00000147586.4,15.6831346,-0.041677425,0.240829767,-0.173057614,0.862606141,0.999968843
ENSG00000147588.6,116.6900324,-0.13705942,0.386442278,-0.354669839,0.722836949,0.999968843
ENSG00000147601.9,11.51403419,-0.05086085,0.278882596,-0.182373695,0.855289468,0.999968843
ENSG00000147604.9,71.34992718,-0.104701148,0.184258478,-0.568229744,0.569878977,0.999968843
ENSG00000147642.12,158.9161055,0.091602872,0.246487288,0.371633251,0.710165929,0.999968843
ENSG00000147649.5,104.7411018,-0.068466056,0.225333644,-0.303843025,0.761247486,0.999968843
ENSG00000147650.7,38.12327697,0.088122973,0.193539706,0.455322451,0.648877277,0.999968843
ENSG00000147654.10,25.22925664,-0.001812904,0.190171472,-0.009532995,0.992393886,0.999968843
ENSG00000147655.6,38.05368518,0.103436294,0.341589202,0.302809028,0.762035403,0.999968843
ENSG00000147669.6,48.6416239,-0.004755528,0.14078355,-0.033779006,0.973053377,0.999968843
ENSG00000147676.9,89.7014068,0.125012937,0.230115906,0.54326074,0.586950291,0.999968843
ENSG00000147677.6,96.34500911,-0.038678405,0.115948417,-0.333582865,0.73869435,0.999968843
ENSG00000147679.7,12.53331655,-0.049273016,0.274283725,-0.179642506,0.857433233,0.999968843
ENSG00000147684.3,101.875306,-0.038248995,0.114982474,-0.332650655,0.739398002,0.999968843
ENSG00000147724.7,40.17922754,0.077241561,0.32495807,0.237697009,0.812116104,0.999968843
ENSG00000147789.11,12.14427611,-0.075673158,0.27085306,-0.279388233,0.7799469,0.999968843
ENSG00000147799.7,27.73726656,0.101235175,0.261656479,0.386901084,0.698829439,0.999968843
ENSG00000147804.5,11.74788363,0.105818571,0.378275441,0.279739468,0.779677396,0.999968843
ENSG00000147852.10,34.58612365,-0.037390002,0.290566752,-0.12867956,0.89761121,0.999968843
ENSG00000147853.11,34.27631934,-0.091193265,0.262033527,-0.348021361,0.727824141,0.999968843
ENSG00000147854.12,27.5197107,-0.042333808,0.195192992,-0.216881803,0.828300459,0.999968843
ENSG00000147862.9,64.38695406,0.02633018,0.175738212,0.14982615,0.880901777,0.999968843
ENSG00000147894.10,28.95399685,0.03428421,0.188760416,0.181628175,0.855874536,0.999968843
ENSG00000147912.8,13.82750098,0.106860478,0.277452688,0.385148468,0.70012742,0.999968843
ENSG00000147955.12,45.02140802,-0.042787133,0.148298003,-0.2885213,0.772947729,0.999968843
ENSG00000148019.8,15.16994949,-0.176000622,0.370262518,-0.475340099,0.634544582,0.999968843
ENSG00000148053.11,481.0936361,0.004269216,0.130849676,0.032626876,0.973972137,0.999968843
ENSG00000148082.5,42.82782182,0.113444275,0.245440504,0.46220682,0.643933013,0.999968843
ENSG00000148090.7,33.11631943,0.027659907,0.170969004,0.161783165,0.87147661,0.999968843
ENSG00000148110.11,49.87613088,-0.095478483,0.235466959,-0.405485694,0.685120532,0.999968843
ENSG00000148120.10,24.00111178,-0.110089337,0.32905779,-0.334559278,0.737957567,0.999968843
ENSG00000148123.10,42.55983382,-0.167612785,0.554908953,-0.30205457,0.762610464,0.999968843
ENSG00000148143.8,15.87436306,-0.058851499,0.400198252,-0.147055861,0.883087928,0.999968843
ENSG00000148153.9,42.10299541,-0.005543399,0.164176594,-0.033764853,0.973064663,0.999968843
ENSG00000148154.5,39.84888732,0.089676695,0.224911514,0.398719893,0.690099608,0.999968843
ENSG00000148158.12,95.80739546,-0.049279607,0.219759293,-0.224243563,0.822567788,0.999968843
ENSG00000148175.8,62.11524564,-0.173960089,0.3338334,-0.521098516,0.602298145,0.999968843
ENSG00000148180.11,248.3196863,-0.323841289,0.528266447,-0.613026421,0.53985887,0.999968843
ENSG00000148204.7,27.48993417,-0.327760588,0.624524296,-0.524816391,0.599710836,0.999968843
ENSG00000148218.11,116.5822937,-0.162355651,0.309879522,-0.523931528,0.600326165,0.999968843
ENSG00000148219.12,75.61225384,-0.002354174,0.21282925,-0.011061328,0.991174517,0.999968843
ENSG00000148229.8,38.37984516,0.016460124,0.157336764,0.104617151,0.916679605,0.999968843
ENSG00000148248.9,110.8622318,-0.029739871,0.123849873,-0.240128396,0.810230722,0.999968843
ENSG00000148290.5,42.58888752,-0.080102692,0.183616285,-0.436250478,0.662655008,0.999968843
ENSG00000148291.5,19.25539203,0.040276137,0.216841522,0.185739967,0.852648685,0.999968843
ENSG00000148296.5,39.32186271,0.031879388,0.160558376,0.198553255,0.842612222,0.999968843
ENSG00000148297.10,33.15042642,-0.049075647,0.171674739,-0.285864115,0.774982199,0.999968843
ENSG00000148300.6,32.90739345,-0.002930475,0.170420761,-0.017195528,0.98628063,0.999968843
ENSG00000148303.12,23.10500955,-0.081096229,0.205753242,-0.394143142,0.693475361,0.999968843
ENSG00000148308.13,38.87835691,-0.065645865,0.187703975,-0.349730819,0.726540723,0.999968843
ENSG00000148331.7,35.79328491,0.069047194,0.227597862,0.303373648,0.761605126,0.999968843
ENSG00000148334.10,112.3615003,0.026230942,0.195859227,0.133927529,0.893459882,0.999968843
ENSG00000148335.10,46.45064293,0.005041613,0.147200131,0.034250061,0.972677747,0.999968843
ENSG00000148337.15,123.2150736,0.010275192,0.09484492,0.108336769,0.913728557,0.999968843
ENSG00000148339.8,68.15120968,0.090125882,0.274601729,0.328205808,0.742756057,0.999968843
ENSG00000148341.13,253.5793231,-0.015459276,0.108123378,-0.142978106,0.886307472,0.999968843
ENSG00000148343.14,49.15087999,0.045676738,0.188259395,0.242626607,0.808294668,0.999968843
ENSG00000148356.9,55.02250376,0.053101222,0.212687634,0.249667652,0.802844376,0.999968843
ENSG00000148358.14,130.8742915,-0.047731714,0.170910173,-0.279279537,0.780030309,0.999968843
ENSG00000148362.6,24.58586584,-0.073459343,0.206599742,-0.355563575,0.722167426,0.999968843
ENSG00000148396.14,85.49137637,0.026284102,0.144072137,0.182437097,0.855239715,0.999968843
ENSG00000148399.7,14.1345945,-0.036828903,0.249865669,-0.147394811,0.882820401,0.999968843
ENSG00000148400.9,39.81542254,-0.219670628,0.421799833,-0.520793541,0.602510603,0.999968843
ENSG00000148408.8,110.2998309,0.107789694,0.287870308,0.374438388,0.708078187,0.999968843
ENSG00000148411.3,90.31176477,-0.117131721,0.256154658,-0.457269535,0.647477324,0.999968843
ENSG00000148429.8,14.8969041,-0.023242796,0.246656789,-0.094231326,0.924925401,0.999968843
ENSG00000148450.8,31.59360533,-0.076105036,0.181611204,-0.419054741,0.675176126,0.999968843
ENSG00000148468.12,197.8157536,-0.019207697,0.119410059,-0.160854931,0.87220766,0.999968843
ENSG00000148481.9,48.00953919,-0.045779764,0.158189127,-0.289398928,0.772276115,0.999968843
ENSG00000148482.7,19.58244714,-0.053003318,0.350055292,-0.151414132,0.879649042,0.999968843
ENSG00000148484.13,31.82322375,-0.118856015,0.201494859,-0.589871207,0.555276999,0.999968843
ENSG00000148516.16,73.56236477,0.030689527,0.128024092,0.239716814,0.810549799,0.999968843
ENSG00000148541.8,53.91355599,-0.154244534,0.401549388,-0.384123444,0.700886956,0.999968843
ENSG00000148572.10,21.78315392,0.049131752,0.206717886,0.237675378,0.812132882,0.999968843
ENSG00000148600.10,32.6288668,0.014481019,0.239969612,0.06034522,0.951880687,0.999968843
ENSG00000148606.8,76.23358748,0.083853568,0.251601436,0.33327937,0.73892341,0.999968843
ENSG00000148634.10,38.16157949,0.0330667,0.161186284,0.205145871,0.837458159,0.999968843
ENSG00000148660.15,309.6681077,0.041478594,0.199389266,0.20802822,0.835206933,0.999968843
ENSG00000148672.7,172.762039,-0.050059682,0.16066049,-0.311586765,0.755354594,0.999968843
ENSG00000148688.9,22.9003937,-0.002447195,0.202979338,-0.012056374,0.990380638,0.999968843
ENSG00000148690.10,33.3018097,-0.019664905,0.183926826,-0.106917002,0.914854825,0.999968843
ENSG00000148700.9,177.3166592,-0.198762686,0.372974172,-0.532912734,0.59409399,0.999968843
ENSG00000148719.9,56.26406956,-0.029582586,0.13974992,-0.211682311,0.832354889,0.999968843
ENSG00000148730.6,91.17477465,-0.00737043,0.127716574,-0.057709271,0.953980208,0.999968843
ENSG00000148737.11,15.46623055,-0.013244642,0.267652448,-0.049484478,0.960533207,0.999968843
ENSG00000148798.5,273.3713566,0.109142793,0.304496439,0.35843701,0.720016299,0.999968843
ENSG00000148814.13,23.75708369,0.043537004,0.21539086,0.20213023,0.839814916,0.999968843
ENSG00000148834.8,78.67955619,-0.002332346,0.113030763,-0.020634614,0.983537128,0.999968843
ENSG00000148840.6,27.6016057,0.007861971,0.183944788,0.042740931,0.965908051,0.999968843
ENSG00000148842.12,27.13015802,0.005034222,0.189192208,0.026609032,0.978771569,0.999968843
ENSG00000148843.9,34.90784159,0.042443836,0.17092745,0.248314922,0.803890754,0.999968843
ENSG00000148908.10,10.69146453,-0.34698395,0.514574017,-0.674313003,0.500112339,0.999968843
ENSG00000148925.6,97.30609105,0.095213854,0.199197812,0.477986445,0.632659853,0.999968843
ENSG00000148943.7,21.38315337,0.003117647,0.21688587,0.014374599,0.988531124,0.999968843
ENSG00000148948.3,59.64837203,0.095605105,0.217543199,0.439476415,0.660316368,0.999968843
ENSG00000148950.5,10.49043893,-0.011987537,0.288665393,-0.041527448,0.966875411,0.999968843
ENSG00000148985.15,14.43419882,-0.081614498,0.298144308,-0.273741595,0.78428321,0.999968843
ENSG00000149084.7,73.78949902,-0.100492246,0.209577834,-0.479498447,0.631584072,0.999968843
ENSG00000149090.7,25.87890333,-0.02662373,0.306029207,-0.086997351,0.930673618,0.999968843
ENSG00000149091.10,200.8814789,0.048465914,0.194427356,0.249275179,0.80314793,0.999968843
ENSG00000149100.8,61.77846501,-0.004264834,0.12692416,-0.033601435,0.973194978,0.999968843
ENSG00000149115.9,53.87185782,0.03651454,0.191106416,0.191069148,0.848471418,0.999968843
ENSG00000149131.11,34.12432645,-0.120759104,0.293084305,-0.41202856,0.68031849,0.999968843
ENSG00000149136.3,95.09491805,0.002158608,0.103975359,0.020760767,0.983436495,0.999968843
ENSG00000149177.8,30.75180856,0.049994187,0.184397181,0.271122295,0.786296975,0.999968843
ENSG00000149179.8,88.34474766,0.011107317,0.166551058,0.066690165,0.946828364,0.999968843
ENSG00000149182.10,147.5534657,0.00557968,0.08724141,0.063956784,0.949004638,0.999968843
ENSG00000149187.13,115.0944956,0.09439657,0.160384119,0.588565566,0.556152738,0.999968843
ENSG00000149196.11,34.64099183,-0.037409619,0.163614747,-0.22864454,0.819145204,0.999968843
ENSG00000149212.6,155.3091408,0.068583403,0.125759672,0.54535291,0.585510821,0.999968843
ENSG00000149218.4,150.939891,-0.172046507,0.373035114,-0.461207271,0.644649905,0.999968843
ENSG00000149231.7,27.57713554,-0.121610514,0.313795259,-0.387547327,0.698351055,0.999968843
ENSG00000149256.10,65.10947061,0.085946726,0.314239634,0.273506956,0.784463546,0.999968843
ENSG00000149260.10,47.31497855,0.062112184,0.322871778,0.192374151,0.847449138,0.999968843
ENSG00000149262.12,12.39250631,-0.052686412,0.280341914,-0.187936265,0.850926614,0.999968843
ENSG00000149269.5,450.3090497,0.095415262,0.241610351,0.394913803,0.692906503,0.999968843
ENSG00000149273.10,130.6173503,-0.190765051,0.248200814,-0.768591558,0.442135818,0.999968843
ENSG00000149289.6,13.1148346,-0.091992492,0.299241225,-0.307419179,0.758524332,0.999968843
ENSG00000149294.12,581.6466845,-0.08833507,0.231282684,-0.381935509,0.702509201,0.999968843
ENSG00000149308.11,16.08277171,0.007159008,0.243323329,0.02942179,0.976528195,0.999968843
ENSG00000149311.12,29.69969257,-0.08040253,0.253695577,-0.316925235,0.751300333,0.999968843
ENSG00000149313.6,113.9324567,0.067293872,0.123176182,0.54632211,0.584844541,0.999968843
ENSG00000149357.5,91.11939449,-0.073562844,0.128473831,-0.572590105,0.566922261,0.999968843
ENSG00000149403.7,29.02350655,-0.000439192,0.199054559,-0.002206391,0.998239556,0.999968843
ENSG00000149428.14,166.7215393,0.026293412,0.130741393,0.201110078,0.840612502,0.999968843
ENSG00000149474.8,41.60553144,0.020580352,0.156566933,0.131447629,0.895421213,0.999968843
ENSG00000149476.10,38.18082353,-0.000469081,0.192534118,-0.002436352,0.998056075,0.999968843
ENSG00000149480.2,55.08523613,-0.106402329,0.228135757,-0.466399174,0.640929802,0.999968843
ENSG00000149485.11,111.8954184,-0.240389355,0.434064054,-0.553810786,0.579708346,0.999968843
ENSG00000149489.4,20.72900941,-0.328550484,0.496893444,-0.661209133,0.508478205,0.999968843
ENSG00000149499.6,18.09453163,-0.234956069,0.422101159,-0.556634504,0.577777175,0.999968843
ENSG00000149503.8,26.63089957,0.034987247,0.221226151,0.158151497,0.874337423,0.999968843
ENSG00000149527.12,72.88463163,0.029127755,0.279656179,0.104155593,0.917045874,0.999968843
ENSG00000149531.10,16.20645169,-0.019318854,0.233936171,-0.082581733,0.934184126,0.999968843
ENSG00000149532.11,87.94982671,-0.025154514,0.112770312,-0.223059718,0.823489029,0.999968843
ENSG00000149541.5,62.10683121,-0.018071566,0.125841645,-0.143605608,0.885811912,0.999968843
ENSG00000149547.10,85.54235141,-0.028457876,0.111195471,-0.255926577,0.798007532,0.999968843
ENSG00000149557.8,461.7380278,-0.160518378,0.321048319,-0.499981992,0.617087758,0.999968843
ENSG00000149564.7,29.19612818,-0.128780334,0.324118389,-0.397324986,0.691127825,0.999968843
ENSG00000149571.6,69.96411589,0.006983222,0.31567752,0.022121378,0.982351134,0.999968843
ENSG00000149575.5,270.5985322,0.082045813,0.245665106,0.333974224,0.738399009,0.999968843
ENSG00000149577.11,65.10541506,-0.040265985,0.142630506,-0.28230977,0.777705994,0.999968843
ENSG00000149582.11,88.4372137,0.056463735,0.23225627,0.243109625,0.807920475,0.999968843
ENSG00000149600.6,53.74830863,0.019474364,0.14473454,0.134552291,0.892965864,0.999968843
ENSG00000149633.7,30.55899043,-0.352162714,0.687682308,-0.512100879,0.608580409,0.999968843
ENSG00000149639.9,104.4123122,-0.14709442,0.369113657,-0.398507118,0.690256412,0.999968843
ENSG00000149654.5,49.05964035,0.126190716,0.608769293,0.207288242,0.835784757,0.999968843
ENSG00000149657.15,102.1205349,0.052737357,0.126602696,0.416557929,0.677001787,0.999968843
ENSG00000149658.13,60.87229472,3.88E-05,0.127512441,0.00030394,0.999757491,0.999968843
ENSG00000149679.7,24.04862052,0.028549416,0.245459473,0.116310102,0.90740678,0.999968843
ENSG00000149743.9,20.91607752,-0.00155889,0.206170586,-0.007561163,0.993967122,0.999968843
ENSG00000149761.4,20.63039654,-0.013744412,0.247722757,-0.055483041,0.95575364,0.999968843
ENSG00000149782.7,10.13665932,-0.136989475,0.341213315,-0.40147752,0.688068586,0.999968843
ENSG00000149792.4,45.80679745,0.006456969,0.1467009,0.044014515,0.964892834,0.999968843
ENSG00000149798.3,27.82222819,-0.179021674,0.489186832,-0.365957673,0.71439666,0.999968843
ENSG00000149806.6,120.8446054,-0.170363,0.237464757,-0.717424355,0.473112297,0.999968843
ENSG00000149809.10,55.26695266,-0.095373895,0.146184982,-0.652419243,0.514130754,0.999968843
ENSG00000149823.3,100.3709314,0.000108273,0.146202295,0.00074057,0.999409111,0.999968843
ENSG00000149923.9,31.64115261,-0.010951921,0.173584416,-0.063092764,0.949692636,0.999968843
ENSG00000149925.12,1151.849928,0.006031482,0.175778293,0.034313007,0.972627553,0.999968843
ENSG00000149926.9,47.12070325,0.085129037,0.283698828,0.300068343,0.764125026,0.999968843
ENSG00000149927.13,110.1675846,0.114473741,0.265705639,0.430829173,0.666592586,0.999968843
ENSG00000149929.11,31.76513988,-0.082566476,0.216644947,-0.381114249,0.703118475,0.999968843
ENSG00000149930.13,149.1757458,0.03140871,0.120346324,0.260986039,0.794103274,0.999968843
ENSG00000149932.12,85.81819622,-0.134771522,0.204479399,-0.659095844,0.509834224,0.999968843
ENSG00000149970.10,165.0470166,0.133942391,0.273984045,0.488869312,0.624934223,0.999968843
ENSG00000149972.6,12.96236318,0.04759181,0.520620589,0.091413616,0.927163943,0.999968843
ENSG00000150051.8,16.0640123,-0.007807382,0.476017893,-0.016401446,0.986914126,0.999968843
ENSG00000150054.14,17.46930279,0.031065834,0.400973166,0.077476092,0.93824481,0.999968843
ENSG00000150086.3,12.34525911,0.152141884,0.329367796,0.461920947,0.644138012,0.999968843
ENSG00000150093.14,47.88142752,-0.267467159,0.471714681,-0.567010461,0.570707074,0.999968843
ENSG00000150316.7,51.45697881,-0.034204801,0.146309614,-0.23378369,0.815152912,0.999968843
ENSG00000150347.10,54.24544682,-0.042626327,0.181698669,-0.234599005,0.814519982,0.999968843
ENSG00000150394.9,79.9770373,0.095646099,0.358573081,0.266740879,0.789668677,0.999968843
ENSG00000150401.10,25.28327667,0.008213668,0.20028036,0.04101085,0.967287246,0.999968843
ENSG00000150403.13,41.32105414,-0.111374062,0.211953324,-0.525465044,0.599259948,0.999968843
ENSG00000150459.7,123.6575951,-0.042160556,0.122228501,-0.344932285,0.730145279,0.999968843
ENSG00000150471.10,102.2293411,0.044489797,0.11749281,0.378659739,0.704940554,0.999968843
ENSG00000150510.11,41.7498429,-0.30877662,0.619638872,-0.498317058,0.618260587,0.999968843
ENSG00000150540.9,23.91163511,-0.090720544,0.230201158,-0.394092474,0.693512767,0.999968843
ENSG00000150593.11,32.95369548,-0.095460716,0.23331877,-0.40914289,0.682434802,0.999968843
ENSG00000150594.5,22.07445333,0.033522096,0.268737034,0.124739399,0.900729865,0.999968843
ENSG00000150625.12,929.2077538,0.054926982,0.158346274,0.346878905,0.728682295,0.999968843
ENSG00000150627.11,40.53842157,0.120424561,0.239547792,0.502716224,0.615163801,0.999968843
ENSG00000150656.10,202.2742157,-0.270962225,0.689561721,-0.392948472,0.69435754,0.999968843
ENSG00000150672.12,277.0939034,0.027168603,0.100157128,0.271259806,0.786191218,0.999968843
ENSG00000150687.7,14.05789435,-0.228399619,0.484561098,-0.471353603,0.637388243,0.999968843
ENSG00000150712.6,47.29538201,0.04128235,0.154214656,0.267694078,0.788934809,0.999968843
ENSG00000150753.7,120.8570864,-0.006713202,0.095795362,-0.070078568,0.944131125,0.999968843
ENSG00000150756.9,10.66637062,-0.093406145,0.287945125,-0.324388701,0.745643773,0.999968843
ENSG00000150760.8,79.43608965,-0.267935215,0.536337806,-0.499564289,0.617381908,0.999968843
ENSG00000150764.9,120.9808097,-0.12871405,0.382897546,-0.33615794,0.736751768,0.999968843
ENSG00000150768.11,59.74687523,0.059695473,0.165092194,0.361588705,0.717659407,0.999968843
ENSG00000150776.13,42.46501922,-0.019386532,0.154478933,-0.125496281,0.900130669,0.999968843
ENSG00000150779.7,23.55111136,-0.055360329,0.198746842,-0.27854696,0.780592522,0.999968843
ENSG00000150787.3,24.67212447,-0.015569577,0.191198416,-0.081431516,0.935098786,0.999968843
ENSG00000150867.9,226.245481,-0.307157251,0.640042231,-0.479901538,0.631297408,0.999968843
ENSG00000150907.6,15.85854417,-0.313943758,0.468250826,-0.670460661,0.502564176,0.999968843
ENSG00000150938.5,92.2107836,-0.004793375,0.200582938,-0.023897223,0.980934589,0.999968843
ENSG00000150961.10,24.45643126,0.099740961,0.310815485,0.320900874,0.748285511,0.999968843
ENSG00000150967.13,44.77844593,0.071917052,0.239042403,0.300854792,0.763525225,0.999968843
ENSG00000150977.9,12.15617291,0.017759706,0.312405908,0.056848175,0.954666138,0.999968843
ENSG00000150990.3,24.24156987,-0.019061098,0.200212798,-0.095204193,0.92415264,0.999968843
ENSG00000150991.10,408.1191839,-0.006925545,0.124819154,-0.05548463,0.955752375,0.999968843
ENSG00000150995.13,349.3124322,0.114384802,0.286036524,0.39989579,0.689233273,0.999968843
ENSG00000151012.9,31.73697806,-0.132279674,0.369113332,-0.358371434,0.720065366,0.999968843
ENSG00000151025.9,140.8320551,0.096843958,0.262997121,0.368232009,0.712700245,0.999968843
ENSG00000151065.9,10.40524187,-0.033914852,0.28939891,-0.117190669,0.906708961,0.999968843
ENSG00000151067.16,35.43873234,0.10649935,0.326841779,0.325843746,0.744542579,0.999968843
ENSG00000151079.6,72.43337454,0.083422904,0.287206484,0.290463164,0.771461928,0.999968843
ENSG00000151090.13,149.7718223,0.105982919,0.280572744,0.377737757,0.705625416,0.999968843
ENSG00000151092.12,23.72316943,0.015540976,0.205987807,0.075446098,0.939859783,0.999968843
ENSG00000151116.12,16.4126766,-0.119140239,0.359359156,-0.331535282,0.740240195,0.999968843
ENSG00000151135.5,36.10527006,0.004037156,0.162913263,0.024781012,0.980229637,0.999968843
ENSG00000151136.10,26.98576966,0.13397441,0.440286135,0.304289413,0.76090741,0.999968843
ENSG00000151148.9,71.3151574,0.03427922,0.139480904,0.245762819,0.80586584,0.999968843
ENSG00000151150.15,308.7971723,-0.018672329,0.227912154,-0.081927744,0.934704172,0.999968843
ENSG00000151176.3,46.09863412,0.002155671,0.192642158,0.011190026,0.991071837,0.999968843
ENSG00000151208.12,33.99385511,-0.021650131,0.17760456,-0.12190076,0.902977614,0.999968843
ENSG00000151229.7,92.67747376,0.116581348,0.286706017,0.406623303,0.68428468,0.999968843
ENSG00000151240.11,92.68213826,-0.026091177,0.169565265,-0.153871001,0.877711449,0.999968843
ENSG00000151247.8,54.54199295,0.052943744,0.154574387,0.342513045,0.731964828,0.999968843
ENSG00000151276.17,106.1177604,0.098650771,0.207665296,0.475046978,0.634753489,0.999968843
ENSG00000151292.13,35.53388666,0.020776928,0.168653847,0.123192733,0.90195448,0.999968843
ENSG00000151320.6,268.0546274,0.02675179,0.179014278,0.149439422,0.881206907,0.999968843
ENSG00000151322.14,26.81740361,-0.116927282,0.347239953,-0.336733378,0.7363179,0.999968843
ENSG00000151327.8,54.36985693,-0.130694816,0.332803826,-0.392708273,0.69453496,0.999968843
ENSG00000151332.14,22.00522507,-0.052676541,0.207480408,-0.253886821,0.799582997,0.999968843
ENSG00000151348.9,53.14390875,0.004430614,0.135559908,0.032683805,0.973926739,0.999968843
ENSG00000151353.10,19.86558282,-0.035541447,0.218482861,-0.162673844,0.870775242,0.999968843
ENSG00000151366.8,44.23303373,0.036609553,0.159394226,0.229679292,0.818340987,0.999968843
ENSG00000151376.12,53.77962192,0.071073789,0.277123746,0.256469501,0.797588328,0.999968843
ENSG00000151413.12,13.5969147,-0.061733139,0.261823167,-0.235781806,0.813601987,0.999968843
ENSG00000151414.10,50.73419179,-0.216874831,0.443297933,-0.489230413,0.62467858,0.999968843
ENSG00000151422.8,17.29886166,-0.073357204,0.305013656,-0.240504653,0.809939056,0.999968843
ENSG00000151445.11,29.00837621,-0.013933264,0.177749531,-0.078387062,0.937520165,0.999968843
ENSG00000151458.7,33.11762846,0.05480193,0.170785436,0.320881755,0.748300001,0.999968843
ENSG00000151461.15,47.49164566,0.024316275,0.150210991,0.161880798,0.871399724,0.999968843
ENSG00000151465.9,45.78238944,0.026612223,0.14519511,0.183285945,0.854573662,0.999968843
ENSG00000151468.9,67.46466691,0.060772164,0.299335246,0.203023751,0.839116468,0.999968843
ENSG00000151474.15,35.03241794,0.056554533,0.173179397,0.326566176,0.74399603,0.999968843
ENSG00000151490.9,55.51612924,0.120163653,0.270060059,0.444951591,0.656354738,0.999968843
ENSG00000151491.8,24.43751785,-0.198847337,0.373702925,-0.532100029,0.594656717,0.999968843
ENSG00000151498.7,49.475202,0.054017322,0.154656454,0.34927299,0.726884374,0.999968843
ENSG00000151500.10,48.06662372,0.016268261,0.142534682,0.114135455,0.909130417,0.999968843
ENSG00000151502.6,174.0111726,0.059576589,0.162779584,0.365995461,0.714368463,0.999968843
ENSG00000151503.8,16.9586701,-0.05011331,0.246639689,-0.203184291,0.838990991,0.999968843
ENSG00000151532.9,26.28309868,0.024446537,0.189948213,0.128701065,0.897594193,0.999968843
ENSG00000151552.7,322.6320341,-0.190391945,0.445064091,-0.427785456,0.668807327,0.999968843
ENSG00000151553.10,38.34375448,0.071584772,0.205099207,0.349025102,0.727070464,0.999968843
ENSG00000151572.12,33.8268111,-0.08700051,0.358566614,-0.242634163,0.808288813,0.999968843
ENSG00000151612.11,37.49578228,0.079459792,0.190405639,0.417318478,0.676445474,0.999968843
ENSG00000151623.10,39.62141306,0.030894276,0.241817587,0.127758599,0.898340015,0.999968843
ENSG00000151632.12,13.61345478,-0.041673335,0.29213698,-0.14264998,0.886566622,0.999968843
ENSG00000151640.8,75.48631438,0.046363019,0.188921514,0.24540889,0.806139846,0.999968843
