ensgene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000104267.5,106.3797991,-0.237968545,0.570259744,-0.417298517,0.676460073,0.999968843
ENSG00000104290.6,74.54854438,0.132863073,0.222930877,0.595983269,0.551186404,0.999968843
ENSG00000104299.10,11.34746397,0.024490726,0.275551224,0.088879032,0.929178048,0.999968843
ENSG00000104320.9,38.53762814,-0.013415092,0.158464791,-0.084656612,0.932534391,0.999968843
ENSG00000104324.11,24.90297474,-0.32448537,0.509353514,-0.637053365,0.524090084,0.999968843
ENSG00000104325.2,27.07022524,-0.065641215,0.200147512,-0.32796418,0.742938746,0.999968843
ENSG00000104327.3,35.84228228,0.247481582,0.671174242,0.368729261,0.712329536,0.999968843
ENSG00000104331.4,145.6656652,-0.039233892,0.181117239,-0.216621522,0.828503312,0.999968843
ENSG00000104332.7,37.65538647,-0.261495979,0.536491178,-0.487418973,0.625961451,0.999968843
ENSG00000104341.12,57.33880709,-0.058226721,0.153018361,-0.380521142,0.703558606,0.999968843
ENSG00000104343.15,50.39567063,0.057987599,0.162040627,0.357858396,0.720449287,0.999968843
ENSG00000104361.5,31.12164943,0.109903326,0.313464556,0.350608463,0.725882107,0.999968843
ENSG00000104365.9,18.31115615,-0.098753165,0.280510636,-0.352047846,0.724802381,0.999968843
ENSG00000104368.13,22.24213976,-0.184677899,0.34726677,-0.531804119,0.59486167,0.999968843
ENSG00000104369.4,27.40224437,0.13105433,0.231803521,0.56536816,0.571823377,0.999968843
ENSG00000104381.8,147.9541922,0.073940448,0.148375879,0.498331994,0.618250061,0.999968843
ENSG00000104388.10,218.8328743,0.021334596,0.082350054,0.25907204,0.795579658,0.999968843
ENSG00000104408.5,72.34639288,-0.064492155,0.174341191,-0.369919205,0.711442692,0.999968843
ENSG00000104412.3,42.66210647,-0.153042475,0.367780617,-0.416124363,0.677319003,0.999968843
ENSG00000104419.10,327.2035679,-0.212972797,0.469936858,-0.453194495,0.650408696,0.999968843
ENSG00000104427.6,12.90371179,0.066991563,0.27815342,0.24084393,0.809676081,0.999968843
ENSG00000104435.9,548.2042421,0.061910944,0.266773954,0.23207267,0.816481572,0.999968843
ENSG00000104442.5,62.69923705,-0.030467142,0.168448162,-0.180869544,0.856469975,0.999968843
ENSG00000104447.7,13.17573877,-0.073948086,0.304826873,-0.242590442,0.808322686,0.999968843
ENSG00000104490.13,354.9998805,0.082017213,0.239285468,0.342758852,0.731779884,0.999968843
ENSG00000104497.9,10.24470859,0.007622997,0.300187872,0.025394089,0.979740626,0.999968843
ENSG00000104517.8,58.94879232,-0.030532135,0.132928599,-0.229688235,0.818334037,0.999968843
ENSG00000104522.11,31.09602237,0.03057675,0.193999401,0.157612599,0.874762075,0.999968843
ENSG00000104524.9,31.83977925,0.049699381,0.195302441,0.254473935,0.799129438,0.999968843
ENSG00000104529.13,46.90920006,-0.088844159,0.190541175,-0.466272756,0.641020277,0.999968843
ENSG00000104549.7,71.67105506,-0.088779006,0.258448294,-0.343507806,0.73121647,0.999968843
ENSG00000104613.6,42.68808715,0.024059541,0.150953632,0.159383653,0.873366617,0.999968843
ENSG00000104635.8,42.62453442,0.09670082,0.24752055,0.390677947,0.696035301,0.999968843
ENSG00000104643.5,90.72551008,0.037032563,0.164761049,0.224765278,0.822161879,0.999968843
ENSG00000104660.13,63.33645625,0.000974349,0.127686741,0.007630776,0.993911581,0.999968843
ENSG00000104671.3,31.72507478,-0.068501146,0.195102257,-0.351103811,0.725510469,0.999968843
ENSG00000104679.6,62.62959843,-0.056563575,0.140611299,-0.402269058,0.687486024,0.999968843
ENSG00000104687.8,46.00224026,0.028563989,0.163269826,0.174949589,0.861119245,0.999968843
ENSG00000104691.10,10.87900646,-0.024696505,0.281650152,-0.087685041,0.93012701,0.999968843
ENSG00000104695.8,166.2391176,-0.057464146,0.108305715,-0.530573535,0.595714339,0.999968843
ENSG00000104714.9,11.61976453,0.030305111,0.279865537,0.10828454,0.913769986,0.999968843
ENSG00000104722.9,445.8697432,0.097282662,0.418740883,0.232321863,0.816288033,0.999968843
ENSG00000104723.16,94.02210434,0.065908344,0.198750881,0.331612841,0.740181622,0.999968843
ENSG00000104725.9,855.7910665,0.086945983,0.339206506,0.256321685,0.797702454,0.999968843
ENSG00000104728.11,43.73541927,-0.189484346,0.42912555,-0.441559226,0.658808195,0.999968843
ENSG00000104731.9,18.52553292,0.032278888,0.221503334,0.145726421,0.884137363,0.999968843
ENSG00000104738.12,47.02510932,0.046874203,0.153989976,0.304397752,0.76082488,0.999968843
ENSG00000104763.13,110.8357116,-0.0620111,0.119480103,-0.51900775,0.603755337,0.999968843
ENSG00000104765.10,193.7800453,-0.049097706,0.193754204,-0.253402015,0.79995757,0.999968843
ENSG00000104805.11,141.3286721,-0.025956298,0.09373768,-0.276903568,0.781854153,0.999968843
ENSG00000104812.10,27.46550117,-0.042255701,0.184506785,-0.229019766,0.818853553,0.999968843
ENSG00000104823.4,48.28688068,-0.079957313,0.175877638,-0.45461898,0.649383378,0.999968843
ENSG00000104824.11,57.84873485,-0.063177071,0.144159236,-0.438245044,0.661208659,0.999968843
ENSG00000104825.12,29.27465987,-0.075867179,0.200004138,-0.379328046,0.704444275,0.999968843
ENSG00000104833.6,417.1157182,-0.064436391,0.17432396,-0.369635882,0.711653812,0.999968843
ENSG00000104852.10,80.43454776,-0.053301091,0.127984329,-0.416465761,0.677069217,0.999968843
ENSG00000104853.11,202.0214785,-0.000181163,0.103553754,-0.001749457,0.998604136,0.999968843
ENSG00000104859.10,20.4288862,-0.144105885,0.284947763,-0.505727379,0.613048046,0.999968843
ENSG00000104863.7,22.90926306,0.046966619,0.216566948,0.216868821,0.828310576,0.999968843
ENSG00000104866.6,54.14514274,0.073251122,0.184979885,0.395995067,0.692108668,0.999968843
ENSG00000104870.8,26.35277476,-0.250423034,0.39801425,-0.629181077,0.529230516,0.999968843
ENSG00000104872.6,52.05607122,-0.026544891,0.144705966,-0.183440195,0.85445264,0.999968843
ENSG00000104879.4,40.60658021,0.080661998,0.315844002,0.255385562,0.798425321,0.999968843
ENSG00000104880.13,36.59934142,-0.050401649,0.181452221,-0.277768158,0.781190336,0.999968843
ENSG00000104884.10,35.47425659,0.020585283,0.19103317,0.107757638,0.914187947,0.999968843
ENSG00000104885.12,10.65432598,-0.008205299,0.288446786,-0.02844649,0.977306046,0.999968843
ENSG00000104886.4,41.8756919,0.020770229,0.181794628,0.114251059,0.909038778,0.999968843
ENSG00000104888.5,1001.405312,0.050996473,0.231334166,0.220445054,0.82552456,0.999968843
ENSG00000104897.4,23.60568633,-0.056156666,0.210856303,-0.266326712,0.789987603,0.999968843
ENSG00000104904.7,326.9281356,-0.005668999,0.140331566,-0.040397174,0.967776483,0.999968843
ENSG00000104907.8,33.44971881,0.001955446,0.172297694,0.011349232,0.990944817,0.999968843
ENSG00000104915.10,23.09551349,-0.114293382,0.236113885,-0.484060401,0.628343003,0.999968843
ENSG00000104936.13,18.1657403,-0.060028327,0.24037133,-0.249731642,0.802794887,0.999968843
ENSG00000104946.6,85.12103162,-0.049281223,0.130175236,-0.378576023,0.70500273,0.999968843
ENSG00000104957.9,20.95205816,-0.088447475,0.215310461,-0.41079042,0.681226218,0.999968843
ENSG00000104960.11,53.48897654,-0.067452361,0.142097754,-0.474689842,0.635008059,0.999968843
ENSG00000104964.10,302.7391635,-0.002621551,0.165006166,-0.015887596,0.987324066,0.999968843
ENSG00000104967.6,92.77530111,0.078216844,0.187168875,0.417894504,0.676024251,0.999968843
ENSG00000104969.5,118.9866536,-0.032554902,0.107038035,-0.304143303,0.761018717,0.999968843
ENSG00000104973.10,37.79654961,0.001875385,0.169114832,0.01108942,0.991152104,0.999968843
ENSG00000104976.7,25.34398735,0.034749437,0.190688243,0.182231669,0.855400921,0.999968843
ENSG00000104979.4,54.19762225,-0.047773378,0.155456477,-0.30731031,0.758607189,0.999968843
ENSG00000104980.3,39.50090892,0.005274867,0.163342322,0.032293325,0.974238132,0.999968843
ENSG00000105053.6,34.63847035,-0.011738102,0.164186606,-0.071492446,0.943005837,0.999968843
ENSG00000105058.7,72.80454643,0.025072762,0.138317849,0.18126917,0.856156304,0.999968843
ENSG00000105063.14,177.3814224,0.033675305,0.161956168,0.207928511,0.835284787,0.999968843
ENSG00000105088.4,142.4949014,0.013785558,0.218610425,0.063059931,0.949718781,0.999968843
ENSG00000105127.3,20.18879479,0.003147545,0.212640134,0.014802213,0.988189974,0.999968843
ENSG00000105135.11,50.58006088,-0.080476006,0.183685131,-0.438119329,0.661299783,0.999968843
ENSG00000105143.8,26.63206307,0.112805829,0.260735402,0.432644852,0.6652728,0.999968843
ENSG00000105171.5,33.60728361,0.016295575,0.165943359,0.09819962,0.921773785,0.999968843
ENSG00000105176.13,46.06780502,-0.048042118,0.19849897,-0.242027038,0.808759212,0.999968843
ENSG00000105185.6,20.0777829,-0.04433765,0.212796424,-0.20835712,0.834950135,0.999968843
ENSG00000105186.9,40.23392498,0.014784228,0.162612915,0.090916691,0.927558788,0.999968843
ENSG00000105193.4,137.157963,-0.20906124,0.28846265,-0.724742839,0.468609809,0.999968843
ENSG00000105197.5,55.96817687,0.015298833,0.154050217,0.099310686,0.920891594,0.999968843
ENSG00000105202.3,39.24774412,-0.092258627,0.184360265,-0.500425769,0.616775312,0.999968843
ENSG00000105204.9,47.38454016,0.052423834,0.163482912,0.320668583,0.748461558,0.999968843
ENSG00000105220.9,353.3636806,0.042303198,0.195613883,0.216258671,0.828786123,0.999968843
ENSG00000105221.12,39.9510566,-0.082295789,0.188063683,-0.437595327,0.66167966,0.999968843
ENSG00000105223.14,477.8331156,0.048350487,0.180189311,0.268331603,0.788444082,0.999968843
ENSG00000105229.2,18.9643874,-0.04739239,0.234346998,-0.202231693,0.839735598,0.999968843
ENSG00000105245.5,95.73235092,0.111879148,0.216721746,0.516234066,0.60569094,0.999968843
ENSG00000105248.11,20.17744117,-0.05452532,0.214645056,-0.254025513,0.799475848,0.999968843
ENSG00000105251.6,13.7296477,0.061908708,0.435902188,0.14202431,0.887060803,0.999968843
ENSG00000105254.6,138.6656899,-0.06572158,0.137240083,-0.478880356,0.632023747,0.999968843
ENSG00000105255.6,64.94605334,0.064175936,0.247960576,0.258815079,0.795777923,0.999968843
ENSG00000105258.4,20.64470968,-0.049182168,0.214537331,-0.2292476,0.818676478,0.999968843
ENSG00000105270.9,557.5065973,0.037151279,0.124550074,0.29828388,0.765486507,0.999968843
ENSG00000105278.6,11.05241589,0.084085852,0.312798384,0.268818052,0.788069701,0.999968843
ENSG00000105290.6,873.7705442,-0.141963448,0.297057819,-0.477898373,0.63272254,0.999968843
ENSG00000105298.9,20.41934083,0.037779886,0.217636169,0.173591947,0.862186161,0.999968843
ENSG00000105321.8,18.19482338,0.030073195,0.220888115,0.136146733,0.891705284,0.999968843
ENSG00000105323.12,126.2637428,-0.071932943,0.173315272,-0.415040993,0.678111895,0.999968843
ENSG00000105325.9,70.50681484,-0.013039414,0.127003706,-0.102669558,0.918225235,0.999968843
ENSG00000105329.5,10.88054811,-0.225949907,0.437442101,-0.516525287,0.605487583,0.999968843
ENSG00000105339.6,33.0662239,0.053662818,0.23281049,0.230499999,0.817703264,0.999968843
ENSG00000105341.14,55.91957854,-0.005466442,0.145902774,-0.037466336,0.970113182,0.999968843
ENSG00000105355.4,22.60831833,-0.413998534,0.666270901,-0.621366675,0.534358394,0.999968843
ENSG00000105357.11,68.72231032,-0.169556266,0.321812174,-0.526879589,0.598277209,0.999968843
ENSG00000105364.9,37.54830223,0.000768049,0.179491512,0.004279027,0.996585841,0.999968843
ENSG00000105372.2,127.3668772,-0.19794583,0.272839413,-0.725503062,0.468143467,0.999968843
ENSG00000105373.14,48.67027453,-0.092081471,0.190955995,-0.482213041,0.629654614,0.999968843
ENSG00000105376.4,87.76133091,0.124731336,0.301811396,0.413275765,0.679404584,0.999968843
ENSG00000105379.5,31.33063344,-0.161508658,0.216983893,-0.744334777,0.456673967,0.999968843
ENSG00000105393.11,43.88132369,-0.000948504,0.158138307,-0.005997939,0.995214366,0.999968843
ENSG00000105397.9,36.70296654,-0.103332748,0.23276681,-0.443932482,0.657091399,0.999968843
ENSG00000105401.2,123.873548,0.024468629,0.144457457,0.169382944,0.865495438,0.999968843
ENSG00000105402.3,230.6734011,0.029468761,0.163072664,0.180709383,0.856595693,0.999968843
ENSG00000105404.6,97.80417658,-0.036331384,0.12004801,-0.302640455,0.762163881,0.999968843
ENSG00000105409.11,815.061901,0.061462782,0.276378874,0.222385964,0.824013437,0.999968843
ENSG00000105419.12,86.3958581,0.069062186,0.204585946,0.337570529,0.735686854,0.999968843
ENSG00000105426.10,210.4928858,0.040286431,0.1463288,0.275314435,0.783074675,0.999968843
ENSG00000105429.8,298.7699587,0.071202096,0.228887879,0.311078493,0.75574095,0.999968843
ENSG00000105438.4,60.07115302,-0.037177966,0.129335297,-0.287454135,0.773764616,0.999968843
ENSG00000105443.9,74.63919092,0.003949979,0.140580783,0.028097572,0.977584331,0.999968843
ENSG00000105447.8,26.9053727,0.010637945,0.186456984,0.057053079,0.954502913,0.999968843
ENSG00000105486.9,11.81609685,-0.045484582,0.275932209,-0.164839699,0.869070156,0.999968843
ENSG00000105497.3,10.28258061,0.005664016,0.292794962,0.01934465,0.984566165,0.999968843
ENSG00000105499.9,33.59171495,-0.167275267,0.314130506,-0.532502459,0.594378039,0.999968843
ENSG00000105514.3,20.34286177,0.086428031,0.287674218,0.30043718,0.763843707,0.999968843
ENSG00000105516.6,39.98826703,0.035851988,0.193549242,0.185234455,0.853045145,0.999968843
ENSG00000105518.9,40.12457832,-0.021790239,0.156076455,-0.139612593,0.88896609,0.999968843
ENSG00000105520.6,133.257734,0.074263496,0.177228186,0.419027566,0.675195986,0.999968843
ENSG00000105552.10,11.69866606,-0.127238785,0.286735971,-0.443748946,0.657224104,0.999968843
ENSG00000105556.4,11.79086719,0.031612265,0.274933839,0.114981353,0.908459902,0.999968843
ENSG00000105568.13,451.0946884,0.027743657,0.142778682,0.194312318,0.845931341,0.999968843
ENSG00000105576.11,339.4739571,0.031421024,0.131999831,0.238038367,0.811851337,0.999968843
ENSG00000105583.5,27.16639496,-0.090280414,0.20401436,-0.442519901,0.658113033,0.999968843
ENSG00000105605.3,133.4508374,-0.002084746,0.134318681,-0.015520894,0.987616615,0.999968843
ENSG00000105607.8,23.38033788,-0.108516159,0.223328382,-0.485904022,0.627035216,0.999968843
ENSG00000105612.4,17.45236062,-0.107210592,0.230878178,-0.464360006,0.642389839,0.999968843
ENSG00000105613.5,83.18340405,0.09197452,0.293429738,0.313446484,0.753941473,0.999968843
ENSG00000105617.3,10.67391767,-0.051181395,0.28696819,-0.178352155,0.858446422,0.999968843
ENSG00000105618.9,31.8182746,-0.038203062,0.171683439,-0.222520367,0.82390882,0.999968843
ENSG00000105619.9,49.04174572,-0.026313904,0.145025894,-0.181442798,0.856020029,0.999968843
ENSG00000105640.8,80.07570042,-0.217359352,0.281987609,-0.770811715,0.440818543,0.999968843
ENSG00000105642.10,131.5269515,0.049378028,0.244519451,0.201939058,0.839964367,0.999968843
ENSG00000105643.4,44.69917654,-0.140331436,0.368587777,-0.38072732,0.703405595,0.999968843
ENSG00000105649.4,377.3610447,0.074379539,0.261568173,0.28436005,0.776134471,0.999968843
ENSG00000105655.12,15.58532619,-0.035092694,0.3619691,-0.09694942,0.922766562,0.999968843
ENSG00000105662.11,155.4371995,0.084533316,0.235157833,0.359474805,0.719239922,0.999968843
ENSG00000105663.9,35.25895799,0.0177082,0.172036651,0.102932718,0.91801637,0.999968843
ENSG00000105669.8,81.52114925,-0.066833705,0.133185968,-0.501807409,0.615803001,0.999968843
ENSG00000105671.7,55.40630089,-0.016576334,0.135732941,-0.122124623,0.902800321,0.999968843
ENSG00000105676.9,44.66912927,0.042522835,0.157279218,0.27036525,0.786879272,0.999968843
ENSG00000105677.7,28.67853175,-0.073449544,0.189715114,-0.38715705,0.698639945,0.999968843
ENSG00000105695.10,212.6344659,-0.341971401,0.736415441,-0.464372937,0.642380576,0.999968843
ENSG00000105696.4,412.6060185,0.05861187,0.208938996,0.28052145,0.779077471,0.999968843
ENSG00000105698.10,146.1014536,-0.054445905,0.107933842,-0.504437756,0.613953792,0.999968843
ENSG00000105699.11,12.31038724,-0.193105257,0.420876402,-0.458817022,0.64636557,0.999968843
ENSG00000105700.6,27.92414555,-0.065160749,0.192900364,-0.337794847,0.735517793,0.999968843
ENSG00000105701.9,614.5517168,-0.020009893,0.129521592,-0.154490787,0.877222775,0.999968843
ENSG00000105705.9,41.91800484,-0.000411075,0.153949165,-0.0026702,0.997869492,0.999968843
ENSG00000105711.6,159.5888915,0.062413883,0.352849381,0.17688534,0.859598454,0.999968843
ENSG00000105722.5,46.83324763,-0.06189755,0.216684037,-0.2856581,0.77514,0.999968843
ENSG00000105723.7,151.1464315,0.021206311,0.11080174,0.191389692,0.848220296,0.999968843
ENSG00000105726.12,48.87797261,-0.017123017,0.149625175,-0.11443941,0.908889475,0.999968843
ENSG00000105732.9,17.57717728,-0.001465234,0.225058017,-0.006510471,0.994805432,0.999968843
ENSG00000105737.5,84.3528452,0.083649504,0.22567889,0.370657195,0.710892876,0.999968843
ENSG00000105738.6,33.4382114,0.04249258,0.177292041,0.239675619,0.810581738,0.999968843
ENSG00000105767.2,253.1624708,-0.130175875,0.26055893,-0.499602429,0.617355047,0.999968843
ENSG00000105771.9,45.79139739,-0.07343716,0.164276638,-0.447033497,0.654850875,0.999968843
ENSG00000105778.13,89.6799049,0.070836875,0.18850939,0.375773721,0.707085126,0.999968843
ENSG00000105784.11,31.03321081,0.076677579,0.212309196,0.361159951,0.717979879,0.999968843
ENSG00000105793.11,21.31508294,0.026848237,0.223168237,0.12030492,0.904241607,0.999968843
ENSG00000105810.5,22.12801321,-0.23963927,0.607146956,-0.394697309,0.693066289,0.999968843
ENSG00000105819.9,58.63965144,0.051935685,0.14883233,0.348954322,0.727123602,0.999968843
ENSG00000105821.10,16.01667361,0.036464658,0.249773795,0.145990726,0.883928709,0.999968843
ENSG00000105829.6,12.51566329,-0.048985628,0.267508419,-0.18311808,0.85470537,0.999968843
ENSG00000105835.7,25.40279149,-0.018814943,0.19185085,-0.098070681,0.921876169,0.999968843
ENSG00000105849.5,18.95036545,-0.047233164,0.233208479,-0.202536221,0.839497545,0.999968843
ENSG00000105854.8,98.2273681,-0.187259259,0.334942105,-0.559079484,0.576107476,0.999968843
ENSG00000105855.4,20.25328944,-0.15955377,0.453878531,-0.351534077,0.725187712,0.999968843
ENSG00000105856.8,21.77266829,-0.156384068,0.335102543,-0.466675267,0.640732228,0.999968843
ENSG00000105866.9,13.60637066,-0.029099395,0.259953646,-0.111940707,0.91087042,0.999968843
ENSG00000105875.9,27.48065055,-0.026134655,0.183585994,-0.142356478,0.886798438,0.999968843
ENSG00000105879.6,18.29849917,-0.005645751,0.22312318,-0.025303291,0.979813049,0.999968843
ENSG00000105887.10,159.5838725,0.075072389,0.167545757,0.448070964,0.654101983,0.999968843
ENSG00000105894.7,150.9397392,-0.191133803,0.298295475,-0.640753275,0.521682995,0.999968843
ENSG00000105926.10,12.45608635,0.095538269,0.271956642,0.351299635,0.725363569,0.999968843
ENSG00000105928.9,32.4363623,0.042634539,0.18097982,0.235576205,0.813761539,0.999968843
ENSG00000105953.10,197.4846997,0.004300851,0.095854666,0.044868453,0.964212163,0.999968843
ENSG00000105963.9,45.76948573,0.007126144,0.167144295,0.042634683,0.965992748,0.999968843
ENSG00000105968.14,162.9852132,-0.017296739,0.14857692,-0.116416056,0.907322811,0.999968843
ENSG00000105974.7,13.79685862,-0.434395479,0.539836296,-0.804680015,0.421004355,0.999968843
ENSG00000105976.10,20.59411774,-0.000509454,0.656474793,-0.000776045,0.999380806,0.999968843
ENSG00000105983.14,75.87484747,0.045251277,0.154191428,0.293474663,0.769159363,0.999968843
ENSG00000105993.10,84.90297549,-0.000524997,0.108836096,-0.004823739,0.996151228,0.999968843
ENSG00000106009.11,22.1886264,-0.072657862,0.21223503,-0.342346229,0.73209035,0.999968843
ENSG00000106012.13,71.5497655,0.031558567,0.133974076,0.235557262,0.81377624,0.999968843
ENSG00000106028.6,36.78820777,-0.022973864,0.160941717,-0.142746484,0.886490404,0.999968843
ENSG00000106049.3,25.20527486,-0.06605895,0.196007906,-0.337021867,0.736100416,0.999968843
ENSG00000106052.8,161.841605,0.005348511,0.109670143,0.048769068,0.961103333,0.999968843
ENSG00000106069.14,88.80848693,-0.097113951,0.477017716,-0.203585627,0.838677326,0.999968843
ENSG00000106070.13,104.7437321,0.009675065,0.119257947,0.081127217,0.935340781,0.999968843
ENSG00000106077.14,11.09020698,-0.039185062,0.281549934,-0.139176242,0.889310882,0.999968843
ENSG00000106078.13,263.4283653,-0.060924732,0.215550079,-0.28264769,0.777446919,0.999968843
ENSG00000106089.7,297.1830379,0.069438179,0.213504138,0.325231069,0.745006196,0.999968843
ENSG00000106105.9,138.1880513,0.070404075,0.202200339,0.348189696,0.727697725,0.999968843
ENSG00000106123.7,340.6058886,0.08029041,0.294454482,0.272675114,0.785102966,0.999968843
ENSG00000106153.12,103.9528133,-0.040739453,0.136824163,-0.297750425,0.765893654,0.999968843
ENSG00000106236.3,122.2013039,0.084287551,0.269336446,0.312945213,0.754322287,0.999968843
ENSG00000106244.8,56.60918993,-0.019365863,0.132677605,-0.145961803,0.883951542,0.999968843
ENSG00000106245.5,22.82035454,-0.013442763,0.197933963,-0.067915393,0.945852985,0.999968843
ENSG00000106261.12,89.11053968,-0.061539559,0.224728395,-0.273839713,0.784207803,0.999968843
ENSG00000106263.13,85.33075289,0.003081949,0.111481857,0.0276453,0.977945052,0.999968843
ENSG00000106266.4,41.34022704,-0.053688075,0.195414271,-0.274739783,0.783516164,0.999968843
ENSG00000106278.7,204.5485987,-0.064977708,0.227522308,-0.285588293,0.775193471,0.999968843
ENSG00000106290.10,55.73928627,0.055822763,0.206763143,0.269984108,0.78717248,0.999968843
ENSG00000106299.7,148.8015243,0.053047609,0.138351999,0.383424953,0.701404704,0.999968843
ENSG00000106305.5,10.27271005,-0.037873773,0.290397039,-0.130420659,0.896233623,0.999968843
ENSG00000106327.8,13.12200603,0.052304439,0.359261772,0.145588657,0.884246123,0.999968843
ENSG00000106330.7,14.53427668,-0.045866644,0.24956168,-0.183788811,0.854179134,0.999968843
ENSG00000106344.3,11.07595646,-0.061953973,0.291949508,-0.212207834,0.831944895,0.999968843
ENSG00000106346.7,11.70960072,0.049849491,0.271628481,0.183520856,0.854389356,0.999968843
ENSG00000106348.12,44.56855299,0.054893753,0.224230981,0.244808957,0.806604359,0.999968843
ENSG00000106351.8,36.47035684,-0.025120619,0.165915965,-0.151405674,0.879655714,0.999968843
ENSG00000106355.5,18.46945941,-0.054110815,0.226536159,-0.238861713,0.811212815,0.999968843
ENSG00000106367.9,128.3464953,0.074223397,0.214249301,0.346434721,0.729016035,0.999968843
ENSG00000106392.5,26.37287981,-0.201757089,0.415148281,-0.485988015,0.626975664,0.999968843
ENSG00000106397.7,28.82475031,-0.32663296,0.57222156,-0.570815543,0.568124686,0.999968843
ENSG00000106399.7,13.72697039,-0.026131186,0.25193937,-0.103720137,0.917391446,0.999968843
ENSG00000106400.7,53.89276516,-0.055030193,0.164212613,-0.335115508,0.737537955,0.999968843
ENSG00000106415.8,35.47518132,0.095664448,0.239515955,0.399407412,0.689593033,0.999968843
ENSG00000106443.10,52.81172137,0.077545375,0.150589975,0.514943806,0.606592289,0.999968843
ENSG00000106459.10,15.8986496,0.004436802,0.234935602,0.018885182,0.984932701,0.999968843
ENSG00000106460.13,79.85700391,-0.061605556,0.201823109,-0.305245304,0.76017933,0.999968843
ENSG00000106477.13,32.05349316,0.022054153,0.176455304,0.124984359,0.900535933,0.999968843
ENSG00000106479.6,23.37386045,-0.018551142,0.198260418,-0.093569568,0.925451085,0.999968843
ENSG00000106484.9,13.30712591,0.018468727,0.260150075,0.070992589,0.943403654,0.999968843
ENSG00000106524.4,59.33260182,0.092416687,0.181309421,0.509718063,0.610248996,0.999968843
ENSG00000106536.14,13.42998839,0.130282738,0.392597034,0.331848502,0.740003658,0.999968843
ENSG00000106537.7,121.4920495,0.107371353,0.227159505,0.47266943,0.63644904,0.999968843
ENSG00000106538.5,12.69470166,-0.120220427,0.329114077,-0.365284974,0.714898694,0.999968843
ENSG00000106546.8,15.09321764,-0.131128013,0.34997138,-0.374682104,0.707896903,0.999968843
ENSG00000106554.7,45.30110285,-0.040610669,0.147539054,-0.27525369,0.783121341,0.999968843
ENSG00000106565.13,14.46367831,-0.24703913,0.416553344,-0.593055209,0.553144205,0.999968843
ENSG00000106591.3,20.8820301,0.041464366,0.207276281,0.200043951,0.841446208,0.999968843
ENSG00000106603.13,35.90466899,0.003308517,0.1639792,0.020176444,0.983902619,0.999968843
ENSG00000106605.6,36.74429177,0.046560655,0.190856695,0.243956099,0.807264821,0.999968843
ENSG00000106608.12,72.37828663,0.041225384,0.159337374,0.25873016,0.795843447,0.999968843
ENSG00000106609.11,102.9960762,0.02689358,0.105117178,0.255843816,0.798071439,0.999968843
ENSG00000106615.5,28.32537883,-0.002127226,0.185957956,-0.011439286,0.990872969,0.999968843
ENSG00000106617.9,58.47483456,0.035168241,0.204437919,0.172024059,0.863418614,0.999968843
ENSG00000106624.4,28.83496786,-0.443077385,0.592663955,-0.747603057,0.45469962,0.999968843
ENSG00000106628.6,70.75029178,-0.076104804,0.143721791,-0.529528637,0.596438784,0.999968843
ENSG00000106635.3,79.35846033,0.025287619,0.142724288,0.177178104,0.859368494,0.999968843
ENSG00000106636.3,122.4207671,-0.012025769,0.094880533,-0.126746431,0.899141096,0.999968843
ENSG00000106638.10,22.29288579,-0.029117955,0.200257197,-0.145402789,0.884392863,0.999968843
ENSG00000106665.11,317.0328533,-0.029506425,0.117210503,-0.251738748,0.801243005,0.999968843
ENSG00000106682.10,183.6394785,-0.017343024,0.079728037,-0.217527293,0.827797439,0.999968843
ENSG00000106683.9,84.11226912,0.040887891,0.224200204,0.18237223,0.855290618,0.999968843
ENSG00000106688.7,69.83476472,0.066387502,0.238359774,0.278518062,0.780614702,0.999968843
ENSG00000106689.6,39.50807478,0.020806146,0.242200999,0.085904459,0.931542367,0.999968843
ENSG00000106692.9,23.55357503,-0.066442482,0.244998558,-0.271195401,0.78624075,0.999968843
ENSG00000106701.7,43.45082788,0.024570016,0.193683014,0.126856843,0.899053705,0.999968843
ENSG00000106723.12,238.7684374,0.067314526,0.128138269,0.525327259,0.599355711,0.999968843
ENSG00000106733.16,23.64372712,0.042170381,0.200040765,0.210808938,0.833036364,0.999968843
ENSG00000106771.8,149.6628881,0.008543516,0.09651022,0.088524467,0.929459839,0.999968843
ENSG00000106772.13,258.3734611,-0.075199705,0.266087658,-0.282612526,0.777473877,0.999968843
ENSG00000106780.7,153.4717453,-0.086089975,0.247213311,-0.348241665,0.7276587,0.999968843
ENSG00000106785.10,12.95014458,0.029264145,0.26335116,0.111122143,0.91151949,0.999968843
ENSG00000106789.8,15.94777735,0.070301809,0.336990814,0.208616395,0.834747711,0.999968843
ENSG00000106799.7,13.32516186,-0.19545308,0.379891065,-0.514497702,0.606904067,0.999968843
ENSG00000106803.5,27.04874597,-0.082078077,0.196683796,-0.417309806,0.676451817,0.999968843
ENSG00000106829.14,99.86546578,-0.066730186,0.46651645,-0.1430393,0.886259144,0.999968843
ENSG00000106852.11,36.44173579,0.128100465,0.23928575,0.535345147,0.592411213,0.999968843
ENSG00000106853.12,27.79600416,0.076842712,0.231633651,0.331742439,0.740083752,0.999968843
ENSG00000106868.12,18.41351161,0.061478533,0.294920831,0.20845775,0.834871569,0.999968843
