ensgene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol
ENSG00000140280,62.17285800636297,0.09233137845895534,0.2533666608899978,0.36441802617054697,0.7155458766308729,0.8918962216906811,LYSMD2
ENSG00000140285,9145.260441913248,-0.1839828612741491,0.11445897604204873,-1.6074131329513153,0.10796377105863585,0.32359700030614297,FGF7
ENSG00000140299,1709.8147878294026,0.28442097696378466,0.08155287853964908,3.487565148610982,0.000487440152835973,0.005550591521735754,BNIP2
ENSG00000140307,509.4281470372498,0.07605732831829515,0.1580753119433848,0.48114615358491475,0.6304126275903266,0.846145384957373,GTF2A2
ENSG00000140319,4234.769803123258,0.017578796589663,0.08532779904423818,0.20601488362015846,0.8367792852304003,0.9433647289066357,SRP14
ENSG00000140320,482.4626459343928,0.1297253495947757,0.14344417243443996,0.9043612395900268,0.3658038839689527,0.6537150759785779,BAHD1
ENSG00000140323,38.696806734956596,-0.4359147207559949,0.6957641491205271,-0.6265265626390898,0.5309696197510156,0.7819069503408976,DISP2
ENSG00000140326,333.30829547822526,-0.24275783654574243,0.10213614956419793,-2.3768062295432077,0.017463259148885996,0.09263076646777557,CDAN1
ENSG00000140332,447.2354470088203,-0.43735141898037555,0.1446385599745476,-3.0237539633783506,0.0024965938525771656,0.020468139575954718,TLE3
ENSG00000140350,719.1376923840536,-0.4274478399084182,0.17054687540206828,-2.50633638933988,0.012198949989838103,0.07067605949908837,ANP32A
ENSG00000140365,698.4215113356914,0.055569725821444066,0.09188728710646431,0.6047596742850699,0.5453386914176762,0.7910035535988722,COMMD4
ENSG00000140367,1172.5328041938426,0.19589658323776876,0.06661133486515358,2.9408896193769003,0.0032727113219995236,0.02530087100534866,UBE2Q2
ENSG00000140368,15.164231179856353,0.3751105440419236,0.6981943407143886,0.5372580700927948,0.5910893642299015,0.819582820544547,PSTPIP1
ENSG00000140374,1284.8356183031487,0.31509091776629616,0.08393538122316768,3.753970175324889,0.0001740555827085607,0.002385549887385821,ETFA
ENSG00000140379,18.63553249509847,-0.6945791500809686,0.5544090273939983,-1.2528279947854393,0.2102683111678334,0.4809222404163401,BCL2A1
ENSG00000140382,799.6704644696122,0.17081243961985895,0.0972033403310734,1.7572692362019025,0.07887192886155568,0.2640761874638891,HMG20A
ENSG00000140386,299.20905135348363,0.03670306164024043,0.15842348322465363,0.23167690100711505,0.8167889736266637,0.9366312685948266,SCAPER
ENSG00000140391,4651.097938570155,0.0765565381837563,0.1623865090858004,0.4714464188851181,0.6373219741920289,0.8506939496347503,TSPAN3
ENSG00000140395,470.0341092159288,-0.07282100231282992,0.10170756582725037,-0.7159841229168331,0.4740011526457617,0.7414017870870362,WDR61
ENSG00000140396,1433.1535361311035,-0.06163886452390652,0.11032377605618685,-0.5587087999282624,0.5763604726342573,0.81056282599219,NCOA2
ENSG00000140398,180.46512274835678,0.4684478799090288,0.3263561696761031,1.4353884603252536,0.15117643250516946,0.39728227004512134,NEIL1
ENSG00000140400,1654.6414780736911,0.03379986282649887,0.21974432949013928,0.15381449389352997,0.8777560053652637,0.9570965727780928,MAN2C1
ENSG00000140403,81.12279277323753,0.2980950039844296,0.5347948916230499,0.5574006196651218,0.5772537422057287,0.8111911238311248,DNAJA4
ENSG00000140406,232.73060296592155,0.4562426058279046,0.2021895080378411,2.2565097974446613,0.024038722419569423,0.11623512225890506,TLNRD1
